id,airline,flight_number,departure_airport,arrival_airport,departure_time,arrival_time,departure_gate,arrival_gate
30699,WN,162,SNA,SFO,2024-06-11 12:12:00,2024-06-11 13:29:00,A15,D36
30700,OO,6270,LAX,SFO,2024-06-11 15:16:00,2024-06-11 16:34:00,B49,A21
30701,OO,5435,SFO,OTH,2024-06-11 13:16:00,2024-06-11 14:58:00,D34,A9
30702,UA,1060,SFO,IAH,2024-06-11 12:46:00,2024-06-11 18:25:00,D18,B6
30703,WN,4277,SFO,LAS,2024-06-11 13:08:00,2024-06-11 14:36:00,E39,A14
30704,UA,1723,PDX,SFO,2024-06-11 12:22:00,2024-06-11 14:01:00,D41,C15
30705,OO,6238,ACV,SFO,2024-06-11 15:32:00,2024-06-11 16:34:00,D24,C1
30706,OO,6476,AUS,SFO,2024-06-11 12:31:00,2024-06-11 14:38:00,D40,A21
30707,AA,16,SFO,JFK,2024-06-11 12:31:00,2024-06-11 21:10:00,A42,B11
30708,OO,4975,SFO,SLC,2024-06-11 12:40:00,2024-06-11 16:01:00,B41,C3
30709,B6,1435,SFO,LGB,2024-06-11 12:54:00,2024-06-11 14:09:00,D20,D19
30710,UA,1635,LAS,SFO,2024-06-11 12:49:00,2024-06-11 14:12:00,D12,B39
30711,VX,933,LAX,SFO,2024-06-11 12:57:00,2024-06-11 14:10:00,D1,B14
30712,OO,5374,SFO,RDM,2024-06-11 13:26:00,2024-06-11 15:21:00,D42,C43
30713,UA,724,HNL,SFO,2024-06-11 13:13:00,2024-06-11 21:06:00,A26,A14
30714,UA,727,SFO,IAD,2024-06-11 13:04:00,2024-06-11 21:51:00,E33,D29
30715,UA,1263,KOA,SFO,2024-06-11 13:00:00,2024-06-11 20:51:00,C5,A29
30716,OO,6406,EUG,SFO,2024-06-11 14:44:00,2024-06-11 16:04:00,E19,B41
30717,OO,6301,SNA,SFO,2024-06-11 13:37:00,2024-06-11 14:52:00,E24,A3
30718,UA,759,SFO,EWR,2024-06-11 12:59:00,2024-06-11 21:26:00,A37,C13
30719,OO,5591,PHX,SFO,2024-06-11 13:00:00,2024-06-11 15:01:00,D4,D40
30720,UA,1499,SEA,SFO,2024-06-11 14:11:00,2024-06-11 16:04:00,D24,B32
30721,VX,910,SFO,LAS,2024-06-11 13:43:00,2024-06-11 15:14:00,C32,D35
30722,OO,5654,SFO,FAT,2024-06-11 13:30:00,2024-06-11 14:25:00,A1,B31
30723,AA,259,SFO,DFW,2024-06-11 13:40:00,2024-06-11 18:49:00,C6,E40
30724,OO,6287,LAX,SFO,2024-06-11 14:10:00,2024-06-11 15:29:00,D50,B10
30725,WN,4662,LAX,SFO,2024-06-11 14:15:00,2024-06-11 15:24:00,A13,D17
30726,B6,416,SFO,JFK,2024-06-11 13:53:00,2024-06-11 22:35:00,C19,D9
30727,OO,5484,EUG,SFO,2024-06-11 13:58:00,2024-06-11 15:15:00,A44,D11
30728,OO,6234,SFO,DFW,2024-06-11 14:11:00,2024-06-11 19:45:00,E11,A46
30729,AA,1130,MIA,SFO,2024-06-11 14:42:00,2024-06-11 17:21:00,B9,B38
30730,OO,5394,OTH,SFO,2024-06-11 15:19:00,2024-06-11 16:39:00,D38,C34
30731,VX,205,ORD,SFO,2024-06-11 14:08:00,2024-06-11 17:06:00,D49,D39
30732,OO,6360,SMX,SFO,2024-06-11 14:06:00,2024-06-11 15:01:00,E12,A32
30733,OO,5427,SFO,RDD,2024-06-11 15:16:00,2024-06-11 16:08:00,B46,E40
30734,AA,1143,SFO,LAX,2024-06-11 14:42:00,2024-06-11 16:06:00,D42,A27
30735,VX,959,SAN,SFO,2024-06-11 14:31:00,2024-06-11 15:56:00,C2,C9
30736,UA,1138,DEN,SFO,2024-06-11 15:28:00,2024-06-11 16:56:00,E7,D34
30737,OO,5463,SFO,SMF,2024-06-11 17:04:00,2024-06-11 17:42:00,D36,C8
30738,UA,1564,SFO,LAS,2024-06-11 14:32:00,2024-06-11 15:57:00,B29,D40
30739,WN,3934,SAN,SFO,2024-06-11 19:06:00,2024-06-11 20:29:00,A29,C20
30740,OO,5401,PSC,SFO,2024-06-11 15:43:00,2024-06-11 17:39:00,D28,E43
30741,OO,6404,SFO,SBA,2024-06-11 14:38:00,2024-06-11 16:03:00,B41,B47
30742,UA,1073,SFO,BOS,2024-06-11 15:15:00,2024-06-12 00:02:00,D32,D31
30743,AA,20,SFO,JFK,2024-06-11 15:11:00,2024-06-11 23:41:00,D34,B22
30744,OO,5655,SFO,AUS,2024-06-11 17:08:00,2024-06-11 22:34:00,B34,E25
30745,UA,209,SFO,LAX,2024-06-11 15:30:00,2024-06-11 17:14:00,B46,C15
30746,UA,1673,LAX,SFO,2024-06-11 15:43:00,2024-06-11 17:14:00,B47,A28
30747,OO,6212,SAN,SFO,2024-06-11 15:32:00,2024-06-11 17:00:00,D36,E2
30748,OO,6440,SFO,RNO,2024-06-11 15:32:00,2024-06-11 16:44:00,D16,E49
30749,AA,193,SFO,DFW,2024-06-11 15:35:00,2024-06-11 20:50:00,E44,E3
30750,WN,4751,SFO,SAN,2024-06-11 15:40:00,2024-06-11 17:07:00,A12,E20
30751,UA,1257,IAH,SFO,2024-06-11 16:00:00,2024-06-11 17:56:00,E11,D9
30752,UA,1124,SFO,LAS,2024-06-11 15:52:00,2024-06-11 17:18:00,B48,C16
30753,UA,1197,ANC,SFO,2024-06-11 16:06:00,2024-06-11 21:24:00,A20,B15
30754,OO,5426,RDD,SFO,2024-06-11 16:36:00,2024-06-11 17:29:00,B49,A31
30755,DL,2040,SFO,JFK,2024-06-11 16:08:00,2024-06-12 00:31:00,D34,B20
30756,VX,210,SFO,ORD,2024-06-11 15:55:00,2024-06-11 22:13:00,E28,B32
30757,OO,6238,SFO,LAX,2024-06-11 15:58:00,2024-06-11 17:37:00,D1,E10
30758,UA,1149,SFO,IAD,2024-06-11 16:07:00,2024-06-12 00:05:00,E3,E13
30759,UA,444,SFO,BOS,2024-06-11 16:26:00,2024-06-12 00:50:00,A9,A6
30760,OO,5336,SFO,ONT,2024-06-11 16:00:00,2024-06-11 17:27:00,B7,C9
30761,OO,6530,SFO,MCI,2024-06-11 16:19:00,2024-06-11 22:03:00,B11,E5
30762,AA,209,LAX,SFO,2024-06-11 16:20:00,2024-06-11 17:34:00,D42,E39
30763,UA,1731,IAH,SFO,2024-06-11 16:26:00,2024-06-11 18:17:00,E6,E11
30764,B6,2589,LAS,SFO,2024-06-11 16:32:00,2024-06-11 17:55:00,B3,B22
30765,UA,529,SNA,SFO,2024-06-11 16:32:00,2024-06-11 17:44:00,D45,E48
30766,VX,746,SFO,SEA,2024-06-11 16:37:00,2024-06-11 18:26:00,A43,E45
30767,DL,1775,ATL,SFO,2024-06-11 17:07:00,2024-06-11 19:02:00,A41,A36
30768,UA,1975,IAD,SFO,2024-06-11 16:55:00,2024-06-11 19:25:00,A15,E30
30769,OO,5305,ONT,SFO,2024-06-11 16:45:00,2024-06-11 18:00:00,E1,E29
30770,UA,1730,SEA,SFO,2024-06-11 17:06:00,2024-06-11 18:59:00,A47,B5
30771,AA,2352,SFO,DFW,2024-06-11 16:55:00,2024-06-11 22:04:00,D29,A28
30772,UA,1684,SFO,LIH,2024-06-11 19:50:00,2024-06-11 22:09:00,A39,C46
30773,UA,382,BOS,SFO,2024-06-11 17:03:00,2024-06-11 20:55:00,D32,D8
30774,AA,1624,ORD,SFO,2024-06-11 17:05:00,2024-06-11 19:27:00,B42,E3
30775,US,547,SFO,PHX,2024-06-11 17:00:00,2024-06-11 18:57:00,A48,A2
30776,OO,6441,SLC,SFO,2024-06-11 17:07:00,2024-06-11 18:02:00,C18,B31
30777,AS,337,PSP,SFO,2024-06-11 17:09:00,2024-06-11 18:31:00,D19,E21
30778,OO,6232,MRY,SFO,2024-06-11 17:22:00,2024-06-11 18:02:00,A49,E38
30779,VX,960,SFO,SAN,2024-06-11 17:57:00,2024-06-11 19:22:00,B2,A33
30780,VX,936,SFO,LAX,2024-06-11 17:38:00,2024-06-11 18:52:00,B17,E17
30781,OO,6407,SFO,SNA,2024-06-11 17:37:00,2024-06-11 19:09:00,B46,D22
30782,VX,221,AUS,SFO,2024-06-11 18:32:00,2024-06-11 20:11:00,D19,C42
30783,UA,1673,SFO,IAD,2024-06-11 18:05:00,2024-06-12 02:15:00,A33,C39
30784,UA,1497,MSP,SFO,2024-06-11 18:39:00,2024-06-11 20:25:00,E12,E23
30785,WN,2959,DEN,SFO,2024-06-11 19:11:00,2024-06-11 20:34:00,D13,A8
30786,DL,715,SFO,SLC,2024-06-11 17:57:00,2024-06-11 20:39:00,C5,B15
30787,OO,6356,SBA,SFO,2024-06-11 17:52:00,2024-06-11 18:59:00,E32,C3
30788,WN,4840,SAN,SFO,2024-06-11 18:02:00,2024-06-11 19:28:00,D40,B3
30789,OO,5634,SFO,RNO,2024-06-11 19:22:00,2024-06-11 20:16:00,B2,C43
30790,VX,918,SFO,LAS,2024-06-11 18:12:00,2024-06-11 19:35:00,B15,A44
30791,DL,952,SFO,MSP,2024-06-11 18:23:00,2024-06-11 23:47:00,E50,D20
30792,AS,386,PDX,SFO,2024-06-11 18:24:00,2024-06-11 20:09:00,C12,D36
30793,VX,938,SFO,LAX,2024-06-11 18:25:00,2024-06-11 19:57:00,D50,A18
30794,AA,218,LAX,SFO,2024-06-11 18:28:00,2024-06-11 19:54:00,D44,E23
30795,F9,668,SFO,DEN,2024-06-11 20:26:00,2024-06-11 23:50:00,B10,E30
30796,UA,1242,EWR,SFO,2024-06-11 20:13:00,2024-06-11 23:38:00,E36,E8
30797,B6,1635,SFO,LGB,2024-06-11 18:51:00,2024-06-11 20:12:00,A23,D20
30798,UA,560,SFO,DFW,2024-06-11 18:53:00,2024-06-12 00:04:00,C34,E12
30799,VX,719,DAL,SFO,2024-06-11 18:59:00,2024-06-11 20:32:00,D42,E3
30800,OO,6326,SFO,SBA,2024-06-11 18:59:00,2024-06-11 20:06:00,D21,C24
30801,UA,1717,SEA,SFO,2024-06-11 19:24:00,2024-06-11 21:20:00,C2,D18
30802,UA,222,SFO,LAX,2024-06-11 19:28:00,2024-06-11 21:05:00,B20,C28
30803,VX,942,SFO,LAX,2024-06-11 19:41:00,2024-06-11 21:11:00,A33,D5
30804,UA,1556,SFO,PDX,2024-06-11 19:44:00,2024-06-11 21:27:00,C6,E42
30805,VX,969,SAN,SFO,2024-06-11 20:06:00,2024-06-11 21:35:00,D32,B32
30806,UA,1247,LAX,SFO,2024-06-11 20:18:00,2024-06-11 21:41:00,E46,A24
30807,DL,373,DTW,SFO,2024-06-11 20:20:00,2024-06-11 22:32:00,A7,A37
30808,WN,4929,SFO,LAX,2024-06-11 20:04:00,2024-06-11 21:37:00,A14,A40
30809,OO,5648,BUR,SFO,2024-06-11 20:00:00,2024-06-11 21:18:00,E32,C30
30810,WN,211,PHX,SFO,2024-06-11 20:15:00,2024-06-11 22:11:00,C48,C12
30811,WN,4824,LAX,SFO,2024-06-11 23:03:00,2024-06-12 00:08:00,A43,C43
30812,OO,5260,SFO,SNA,2024-06-11 20:25:00,2024-06-11 21:48:00,B19,E2
30813,OO,6441,SFO,BUR,2024-06-11 20:35:00,2024-06-11 21:44:00,E23,D17
30814,AA,1226,LAX,SFO,2024-06-11 20:32:00,2024-06-11 21:44:00,D5,C33
30815,OO,5615,SBA,SFO,2024-06-11 20:48:00,2024-06-11 21:54:00,E18,D22
30816,UA,1137,LIH,SFO,2024-06-11 22:50:00,2024-06-12 06:39:00,D36,A36
30817,UA,704,SFO,JFK,2024-06-11 21:08:00,2024-06-12 05:34:00,D50,A32
30818,UA,868,SFO,SEA,2024-06-11 20:58:00,2024-06-11 22:55:00,D7,A44
30819,AS,744,SFO,SLC,2024-06-11 21:10:00,2024-06-11 23:51:00,E3,B26
30820,UA,864,SFO,BOS,2024-06-11 21:48:00,2024-06-12 06:08:00,E13,E34
30821,US,434,SFO,PHL,2024-06-11 21:56:00,2024-06-12 06:11:00,A41,A4
30822,WN,50,SFO,LAS,2024-06-11 22:42:00,2024-06-12 00:01:00,B13,C27
30823,UA,423,DEN,SFO,2024-06-11 23:17:00,2024-06-12 00:34:00,E34,E1
30824,UA,1702,IAD,SFO,2024-06-11 22:37:00,2024-06-12 01:06:00,C12,B44
30825,WN,442,DEN,SFO,2024-06-11 23:55:00,2024-06-12 01:22:00,E14,C44
30826,WN,298,SFO,PHX,2024-06-11 23:05:00,2024-06-12 00:51:00,B37,A23
30827,DL,551,SFO,ATL,2024-06-11 22:28:00,2024-06-12 06:08:00,E32,A28
30828,OO,5600,SFO,MFR,2024-06-11 22:27:00,2024-06-11 23:36:00,D15,D41
30829,UA,1728,SFO,ATL,2024-06-11 22:45:00,2024-06-12 06:26:00,E16,D47
30830,UA,1925,SFO,IAD,2024-06-11 23:18:00,2024-06-12 07:44:00,C40,B34
30831,DL,1085,SFO,DTW,2024-06-11 22:48:00,2024-06-12 06:12:00,B4,A42
30832,UA,1289,LAX,SFO,2024-06-11 22:56:00,2024-06-12 00:12:00,A34,D29
30833,US,590,PHX,SFO,2024-06-11 22:51:00,2024-06-12 00:36:00,E18,D49
30834,AA,18,SFO,JFK,2024-06-11 22:50:00,2024-06-12 07:34:00,E28,A40
30835,UA,1600,SFO,IAD,2024-06-11 23:31:00,2024-06-12 07:38:00,B31,A26
30836,DL,1698,SFO,DTW,2024-06-11 23:50:00,2024-06-12 07:12:00,A38,B50
30837,AA,1522,SFO,ORD,2024-06-11 23:52:00,2024-06-12 05:59:00,E45,A21
30838,OO,5628,RNO,SFO,2024-06-12 05:22:00,2024-06-12 06:33:00,E24,B6
30839,OO,6401,EUG,SFO,2024-06-12 05:38:00,2024-06-12 07:10:00,E48,C9
30840,DL,1304,SFO,JFK,2024-06-12 05:58:00,2024-06-12 14:31:00,C33,A5
30841,WN,925,SFO,MKE,2024-06-12 06:02:00,2024-06-12 11:58:00,E19,A43
30842,F9,660,SFO,DEN,2024-06-12 05:52:00,2024-06-12 09:27:00,A46,B42
30843,OO,6403,MFR,SFO,2024-06-12 05:58:00,2024-06-12 07:16:00,A34,E39
30844,UA,2000,PIT,SFO,2024-06-12 05:58:00,2024-06-12 07:59:00,C40,C10
30845,UA,1135,IAD,SFO,2024-06-12 06:02:00,2024-06-12 08:25:00,C1,D5
30846,OO,5632,SBA,SFO,2024-06-12 05:52:00,2024-06-12 07:00:00,E36,E39
30847,AS,320,SEA,SFO,2024-06-12 06:04:00,2024-06-12 08:04:00,C9,A23
30848,UA,1583,ORD,SFO,2024-06-12 06:22:00,2024-06-12 08:37:00,B14,C3
30849,UA,1946,SFO,BOS,2024-06-12 06:16:00,2024-06-12 14:49:00,C32,E43
30850,OO,5629,PSP,SFO,2024-06-12 06:20:00,2024-06-12 07:45:00,C1,A24
30851,UA,1526,PHL,SFO,2024-06-12 06:28:00,2024-06-12 09:00:00,E13,A1
30852,UA,1586,SFO,ORD,2024-06-12 06:30:00,2024-06-12 12:38:00,A15,E41
30853,WN,1639,SNA,SFO,2024-06-12 06:43:00,2024-06-12 08:07:00,B35,E40
30854,UA,1960,PDX,SFO,2024-06-12 06:48:00,2024-06-12 08:39:00,A19,C9
30855,OO,5579,SFO,SBA,2024-06-12 06:56:00,2024-06-12 08:12:00,D41,C17
30856,UA,1957,BOS,SFO,2024-06-12 06:58:00,2024-06-12 10:08:00,B46,C26
30857,UA,758,SFO,JFK,2024-06-12 06:51:00,2024-06-12 15:44:00,A3,D4
30858,VX,202,SFO,ORD,2024-06-12 07:07:00,2024-06-12 13:29:00,B24,E45
30859,UA,821,CLE,SFO,2024-06-12 07:39:00,2024-06-12 09:43:00,B4,A33
30860,US,1791,SFO,CLT,2024-06-12 07:15:00,2024-06-12 15:13:00,C1,E10
30861,OO,6369,TUS,SFO,2024-06-12 10:20:00,2024-06-12 12:32:00,B16,E10
30862,VX,67,IAD,SFO,2024-06-12 07:18:00,2024-06-12 09:42:00,D1,E17
30863,VX,351,BOS,SFO,2024-06-12 07:24:00,2024-06-12 10:45:00,B44,E50
30864,AA,159,DFW,SFO,2024-06-12 07:21:00,2024-06-12 08:50:00,D19,C40
30865,DL,240,SFO,ATL,2024-06-12 07:24:00,2024-06-12 15:15:00,C16,D26
30866,VX,183,EWR,SFO,2024-06-12 07:23:00,2024-06-12 10:07:00,C15,C24
30867,VX,740,SFO,SEA,2024-06-12 07:30:00,2024-06-12 09:23:00,B13,B2
30868,VX,950,SFO,SAN,2024-06-12 07:25:00,2024-06-12 08:57:00,B1,B38
30869,WN,716,DEN,SFO,2024-06-12 08:02:00,2024-06-12 09:34:00,B42,D48
30870,UA,1592,DEN,SFO,2024-06-12 08:09:00,2024-06-12 09:39:00,E49,B31
30871,B6,736,LGB,SFO,2024-06-12 08:01:00,2024-06-12 09:16:00,B19,C2
30872,WN,4597,MDW,SFO,2024-06-12 08:20:00,2024-06-12 10:55:00,C19,A20
30873,UA,322,SNA,SFO,2024-06-12 08:15:00,2024-06-12 09:35:00,C3,E30
30874,B6,133,BOS,SFO,2024-06-12 08:18:00,2024-06-12 11:32:00,B48,D47
30875,B6,2288,SFO,LAS,2024-06-12 08:22:00,2024-06-12 09:45:00,C28,A27
30876,WN,307,ATL,SFO,2024-06-12 08:44:00,2024-06-12 10:26:00,A32,D9
30877,UA,325,SFO,BOS,2024-06-12 08:24:00,2024-06-12 17:12:00,A50,A16
30878,WN,3592,SFO,LAX,2024-06-12 08:29:00,2024-06-12 09:48:00,E39,D42
30879,OO,4461,SLC,SFO,2024-06-12 08:23:00,2024-06-12 09:37:00,B13,D12
30880,OO,5640,SFO,SBA,2024-06-12 10:43:00,2024-06-12 11:40:00,C32,E13
30881,UA,1950,LAX,SFO,2024-06-12 08:50:00,2024-06-12 10:26:00,A40,C23
30882,UA,541,JFK,SFO,2024-06-12 09:00:00,2024-06-12 12:21:00,B23,A49
30883,OO,6380,SBA,SFO,2024-06-12 08:41:00,2024-06-12 09:47:00,A27,D41
30884,AA,338,SFO,LAX,2024-06-12 08:57:00,2024-06-12 10:20:00,D44,E21
30885,WN,4484,LAX,SFO,2024-06-12 09:04:00,2024-06-12 10:14:00,C31,A1
30886,UA,663,SFO,HNL,2024-06-12 09:17:00,2024-06-12 11:50:00,E1,A38
30887,UA,1912,IAH,SFO,2024-06-12 09:50:00,2024-06-12 11:34:00,E41,A39
30888,OO,5307,SMF,SFO,2024-06-12 09:00:00,2024-06-12 09:59:00,D45,C35
30889,OO,5194,SFO,BZN,2024-06-12 08:58:00,2024-06-12 12:15:00,A15,C46
30890,UA,392,SFO,LAS,2024-06-12 09:10:00,2024-06-12 10:42:00,B32,E30
30891,AA,342,SFO,ORD,2024-06-12 09:20:00,2024-06-12 15:44:00,B23,E30
30892,UA,1725,SFO,OGG,2024-06-12 09:22:00,2024-06-12 11:58:00,A11,C14
30893,US,461,CLT,SFO,2024-06-12 09:26:00,2024-06-12 11:45:00,B33,A35
30894,WN,2776,LAS,SFO,2024-06-12 09:45:00,2024-06-12 11:16:00,C20,A32
30895,UA,1748,SFO,AUS,2024-06-12 09:49:00,2024-06-12 15:07:00,D21,B7
30896,UA,759,DFW,SFO,2024-06-12 09:52:00,2024-06-12 11:38:00,D37,E34
30897,AA,2356,ORD,SFO,2024-06-12 09:59:00,2024-06-12 12:49:00,B45,B34
30898,VX,751,SFO,SAN,2024-06-12 10:05:00,2024-06-12 11:32:00,D20,E23
30899,WN,4099,SNA,SFO,2024-06-12 10:14:00,2024-06-12 11:30:00,D8,B44
30900,OO,4461,SFO,SLC,2024-06-12 10:14:00,2024-06-12 13:13:00,B12,D41
30901,VX,187,EWR,SFO,2024-06-12 10:19:00,2024-06-12 12:56:00,E7,E22
30902,OO,6404,EUG,SFO,2024-06-12 11:36:00,2024-06-12 13:04:00,A42,C17
30903,WN,3681,LAX,SFO,2024-06-12 12:27:00,2024-06-12 13:36:00,C10,D19
30904,OO,6248,SFO,MCI,2024-06-12 10:42:00,2024-06-12 16:22:00,A9,A37
30905,UA,1526,SFO,DEN,2024-06-12 10:53:00,2024-06-12 14:50:00,E23,E21
30906,UA,624,SFO,ORD,2024-06-12 11:17:00,2024-06-12 17:36:00,E47,E47
30907,UA,1109,LAS,SFO,2024-06-12 12:33:00,2024-06-12 13:59:00,E31,E38
30908,UA,1531,SEA,SFO,2024-06-12 14:20:00,2024-06-12 16:24:00,A43,B46
30909,AA,2417,SFO,DFW,2024-06-12 11:15:00,2024-06-12 16:51:00,D6,D1
30910,DL,745,SFO,DTW,2024-06-12 11:26:00,2024-06-12 19:08:00,C11,E38
30911,UA,1120,EWR,SFO,2024-06-12 12:31:00,2024-06-12 16:05:00,C18,E6
30912,UA,1076,SFO,BOS,2024-06-12 12:49:00,2024-06-12 21:36:00,E35,A38
30913,VX,25,JFK,SFO,2024-06-12 11:50:00,2024-06-12 15:14:00,C35,C28
30914,WN,162,SNA,SFO,2024-06-12 12:10:00,2024-06-12 13:26:00,B42,A45
30915,OO,6270,LAX,SFO,2024-06-12 12:02:00,2024-06-12 13:19:00,E19,B30
30916,AA,1203,LAX,SFO,2024-06-12 12:03:00,2024-06-12 13:22:00,A2,C46
30917,UA,1136,SFO,LAX,2024-06-12 12:12:00,2024-06-12 13:39:00,C36,C14
30918,UA,216,ORD,SFO,2024-06-12 12:17:00,2024-06-12 14:35:00,B45,C17
30919,WN,1009,PHX,SFO,2024-06-12 12:50:00,2024-06-12 14:44:00,C36,D19
30920,OO,4975,SFO,SLC,2024-06-12 12:42:00,2024-06-12 15:32:00,A33,C5
30921,OO,6421,SFO,BUR,2024-06-12 12:46:00,2024-06-12 13:59:00,B29,E36
30922,UA,1635,LAS,SFO,2024-06-12 12:47:00,2024-06-12 14:24:00,B16,E13
30923,VX,251,LAS,SFO,2024-06-12 13:02:00,2024-06-12 14:26:00,B24,B38
30924,OO,6383,SLC,SFO,2024-06-12 12:55:00,2024-06-12 13:45:00,C23,A7
30925,UA,742,SFO,SEA,2024-06-12 12:49:00,2024-06-12 14:50:00,D2,E44
30926,OO,6406,EUG,SFO,2024-06-12 13:02:00,2024-06-12 14:30:00,D40,E11
30927,DL,2375,SFO,SLC,2024-06-12 13:01:00,2024-06-12 15:52:00,A9,C31
30928,UA,671,SFO,DEN,2024-06-12 12:59:00,2024-06-12 16:34:00,A24,E5
30929,UA,1710,SFO,LAX,2024-06-12 13:03:00,2024-06-12 14:34:00,D17,B37
30930,OO,6245,BZN,SFO,2024-06-12 12:57:00,2024-06-12 14:23:00,A3,E49
30931,UA,362,LIH,SFO,2024-06-12 12:54:00,2024-06-12 20:49:00,D37,D47
30932,UA,1938,SAN,SFO,2024-06-12 13:16:00,2024-06-12 14:43:00,B22,B37
30933,WN,1978,LAS,SFO,2024-06-12 13:19:00,2024-06-12 15:00:00,B14,E26
30934,UA,1668,SFO,ORD,2024-06-12 13:32:00,2024-06-12 19:52:00,B46,C9
30935,VX,714,SFO,DAL,2024-06-12 13:23:00,2024-06-12 18:36:00,B31,C45
30936,VX,928,SFO,LAX,2024-06-12 13:23:00,2024-06-12 14:36:00,A30,D46
30937,UA,569,PDX,SFO,2024-06-12 13:37:00,2024-06-12 15:18:00,A1,B40
30938,UA,1662,SFO,BOS,2024-06-12 13:44:00,2024-06-12 22:20:00,E16,A39
30939,B6,416,SFO,JFK,2024-06-12 13:54:00,2024-06-12 23:06:00,D43,D28
30940,OO,5484,EUG,SFO,2024-06-12 14:00:00,2024-06-12 15:23:00,A43,D13
30941,UA,257,JFK,SFO,2024-06-12 15:50:00,2024-06-12 19:38:00,C43,E36
30942,DL,1680,SFO,ATL,2024-06-12 14:11:00,2024-06-12 21:49:00,C15,C40
30943,VX,205,ORD,SFO,2024-06-12 14:19:00,2024-06-12 16:59:00,B47,A41
30944,OO,6454,RNO,SFO,2024-06-12 15:09:00,2024-06-12 16:23:00,B7,D48
30945,OO,5463,SFO,SMF,2024-06-12 14:23:00,2024-06-12 15:08:00,E25,A24
30946,B6,578,SFO,FLL,2024-06-12 14:21:00,2024-06-12 22:40:00,B11,D28
30947,OO,6326,BOI,SFO,2024-06-12 14:20:00,2024-06-12 14:57:00,B49,A30
30948,F9,569,DEN,SFO,2024-06-12 14:29:00,2024-06-12 15:52:00,C42,B38
30949,AA,82,SFO,ORD,2024-06-12 14:48:00,2024-06-12 21:07:00,B19,E29
30950,WN,3934,SAN,SFO,2024-06-12 15:19:00,2024-06-12 16:44:00,C44,B38
30951,VX,90,SFO,IAD,2024-06-12 14:39:00,2024-06-12 22:50:00,C35,A5
30952,UA,1187,BOS,SFO,2024-06-12 14:46:00,2024-06-12 17:58:00,E21,C9
30953,OO,5367,SFO,ONT,2024-06-12 14:53:00,2024-06-12 16:17:00,D22,D25
30954,VX,908,SFO,LAS,2024-06-12 14:55:00,2024-06-12 16:36:00,C25,D14
30955,DL,1593,MSP,SFO,2024-06-12 15:06:00,2024-06-12 16:38:00,D24,B28
30956,UA,1556,EWR,SFO,2024-06-12 15:11:00,2024-06-12 18:32:00,C48,D4
30957,AA,20,SFO,JFK,2024-06-12 15:09:00,2024-06-12 23:53:00,E3,D4
30958,DL,1880,ATL,SFO,2024-06-12 15:26:00,2024-06-12 17:22:00,E13,C33
30959,UA,1673,LAX,SFO,2024-06-12 15:36:00,2024-06-12 16:56:00,A28,D34
30960,B6,616,SFO,JFK,2024-06-12 15:43:00,2024-06-12 23:58:00,B30,B9
30961,WN,4751,SFO,SAN,2024-06-12 15:52:00,2024-06-12 17:19:00,C49,E31
30962,UA,390,SFO,ORD,2024-06-12 15:43:00,2024-06-12 22:05:00,D21,D43
30963,UA,1124,SFO,LAS,2024-06-12 15:51:00,2024-06-12 17:24:00,C42,C47
30964,UA,1178,OGG,SFO,2024-06-12 16:39:00,2024-06-13 00:09:00,E15,D23
30965,WN,1720,PHX,SFO,2024-06-12 15:54:00,2024-06-12 17:45:00,B25,D22
30966,UA,525,SEA,SFO,2024-06-12 15:57:00,2024-06-12 17:56:00,D27,B12
30967,DL,2040,SFO,JFK,2024-06-12 16:00:00,2024-06-13 00:32:00,C18,D35
30968,OO,6238,SFO,LAX,2024-06-12 16:13:00,2024-06-12 17:44:00,C21,E48
30969,UA,444,SFO,BOS,2024-06-12 16:01:00,2024-06-13 00:42:00,B48,A27
30970,US,709,PHL,SFO,2024-06-12 17:40:00,2024-06-12 20:04:00,D30,B18
30971,WN,4646,SAN,SFO,2024-06-12 16:18:00,2024-06-12 17:40:00,A3,B33
30972,OO,6398,SAT,SFO,2024-06-12 17:30:00,2024-06-12 19:24:00,D18,B13
30973,VX,353,BOS,SFO,2024-06-12 16:50:00,2024-06-12 20:13:00,E46,D7
30974,UA,1756,MCO,SFO,2024-06-12 17:23:00,2024-06-12 19:50:00,A39,D18
30975,OO,5645,SBA,SFO,2024-06-12 16:34:00,2024-06-12 17:42:00,D29,A12
30976,WN,4023,SFO,LAX,2024-06-12 17:33:00,2024-06-12 18:48:00,B47,C48
30977,F9,1360,SFO,PHX,2024-06-12 16:55:00,2024-06-12 18:49:00,D27,E20
30978,UA,1753,ORD,SFO,2024-06-12 17:03:00,2024-06-12 19:14:00,D25,C34
30979,VX,963,SAN,SFO,2024-06-12 16:58:00,2024-06-12 18:26:00,E31,C3
30980,OO,6366,BUR,SFO,2024-06-12 19:17:00,2024-06-12 20:27:00,C38,B28
30981,AS,337,PSP,SFO,2024-06-12 16:59:00,2024-06-12 18:35:00,C32,D45
30982,OO,5625,SFO,BFL,2024-06-12 17:13:00,2024-06-12 18:26:00,D48,B23
30983,UA,1723,SFO,KOA,2024-06-12 17:29:00,2024-06-12 19:56:00,D38,E27
30984,UA,1185,SFO,EWR,2024-06-12 17:38:00,2024-06-13 02:13:00,B14,C32
30985,WN,689,SFO,SNA,2024-06-12 18:04:00,2024-06-12 19:22:00,D4,A50
